"ID_Band","TimePoint","AgeCategory","Sex","Mom_ID","Cohort","Treatment","Died_InTrt","Glucose_1","Glucose_2","Glucose_3","Ketone_1","Ketone_2","Ketone_3","Plasma_Color","Hematocrit","BleedTime_Min","Glucose_Meter_Lot_Number","Ketone_Meter_Lot_Number","Room","Notes","Blood_SQ.Mean_SCNAG","Blood_SQ.Mean_mtDNA","Blood_mtDNA.Mean","Blood_Cq.Mean_SCNAG","Blood_SQ.Mean_Telomeres","Blood_Cq.Mean_Telomeres","Blood_Telomeres.per.cell"
4764,"Treatment","Younger","M",4564,11,"B","No","290","292","No","0.4","No","No","U","51","3:00","501249","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4765,"Baseline","Younger","F",4564,8,"D","No","308","290","No","0.5","No","No","L","54","3:00/6:00","032124A","75001L04",114,"",NA,NA,NA,NA,NA,NA,NA
4765,"Treatment","Younger","F",4564,8,"D","No","247","260","No","0.5","No","No","U","54","1:28","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4766,"Baseline","Younger","F",4564,9,"E","No","175","218","No","0.6","No","No","No","No","3:00","032124A","75001L04",114,"plasma tubes moved around in centrifuge",NA,NA,NA,NA,NA,NA,NA
4766,"Heat","Younger","F",4564,9,"E","No","287","286","No","0.7","No","No","U","56","3:00","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4766,"Treatment","Younger","F",4564,9,"E","No","254","237","No","0.6","0.5","No","U","53","1:54","","",113,"",NA,NA,NA,NA,NA,NA,NA
4767,"Baseline","Younger","F",4171,7,"A","No","200","219","No","0.6","No","No","U","56","2:10","042224A","75001L04",118,"",NA,NA,NA,NA,NA,NA,NA
4767,"Treatment","Younger","F",4171,7,"A","No","177","160","No","0.6","0.4","No","No","No","1:28","032024A","",113,"",NA,NA,NA,NA,NA,NA,NA
4768,"Baseline","Younger","F",4171,7,"B","Yes","203","202","No","0.5","No","No","U","56","1:15","042224A","75001L04",118,"",248.403002801292,63.5216232517932,0.255720029691456,23.6292043523891,145122.330475656,15.4100182979733,584.22132115587
4768,"Treatment","Younger","F",4171,7,"B","Yes","No","No","No","No","No","No","No","No","No","032024A","",113,"",NA,NA,NA,NA,NA,NA,NA
4769,"Baseline","Younger","M",4171,11,"B","No","140","158","No","0.3","0.3","No","Y","56","1:40","","",118,"Lot numbers not marked in data sheet but bleeds before and after this date, use the same lot numbers.",NA,NA,NA,NA,NA,NA,NA
4769,"Treatment","Younger","M",4171,11,"B","No","227","235","No","0.5","No","No","U","57","3:00/5:00","501249","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4770,"Baseline","Younger","M",4542,8,"A","No","312","302","No","0.4","No","No","U","52","3:00/5:00","032124A","75001L04",118,"",NA,NA,NA,NA,NA,NA,NA
4770,"Treatment","Younger","M",4542,8,"A","No","295","299","No","0.5","No","No","U/L","50","3:00/5:00","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4771,"Baseline","Younger","M",4542,8,"B","No","224","222","No","0.4","No","No","U","52","1:14","032124A","75001L04",118,"",NA,NA,NA,NA,NA,NA,NA
4771,"Treatment","Younger","M",4542,8,"B","No","235","220","No","0.9","No","No","U","52","2:02","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4772,"Baseline","Younger","F",4542,8,"E","No","233","219","No","0.5","No","No","U","52","2:24","032124A","75001L04",114,"",NA,NA,NA,NA,NA,NA,NA
4772,"Heat","Younger","F",4542,8,"E","No","231","226","No","0.6","No","No","U","58","2:22","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4772,"Treatment","Younger","F",4542,8,"E","No","242","232","No","0.6","0.6","No","U","53","","","",113,"",NA,NA,NA,NA,NA,NA,NA
4773,"Baseline","Younger","F",4542,8,"D","No","204","192","No","0.6","No","No","U/L","56","1:35","032124A","75001L04",118,"",NA,NA,NA,NA,NA,NA,NA
4773,"Treatment","Younger","F",4542,8,"D","No","204","215","No","0.6","No","No","U/L","54","3:00/6:42","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4774,"Baseline","Younger","F",4564,9,"B","Yes","243","224","No","0.4","No","No","No","No","3:00","032124A","75001L04",114,"plasma tubes moved around in centrifuge",NA,NA,NA,NA,NA,NA,NA
4774,"Treatment","Younger","F",4564,9,"B","Yes","No","No","No","No","No","No","No","No","No","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4775,"Baseline","Younger","F",4171,7,"C","Yes","182","192","No","0.4","No","No","U","58","2:12","042224A","75001L04",114,"",216.370340727878,27.5591317146732,0.127370191413311,23.8151449976947,159320.41695082,15.2518588479638,736.332051864688
4775,"Treatment","Younger","F",4171,7,"C","Yes","No","No","No","No","No","No","No","No","No","032024A","",113,"",NA,NA,NA,NA,NA,NA,NA
4776,"Baseline","Younger","F",4542,8,"C","No","203","186","No","0.4","No","No","U/L","52","3:00","032124A","75001L04",114,"",NA,NA,NA,NA,NA,NA,NA
4776,"Treatment","Younger","F",4542,8,"C","No","236","No","No","0.3","No","No","U","54","3:00/5:03","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4777,"Baseline","Younger","F",4364,7,"E","No","210","205","No","0.5","No","No","U","50","2:30","032124A","75001L04",118,"",NA,NA,NA,NA,NA,NA,NA
4777,"Heat","Younger","F",4364,7,"E","No","303","290","No","0.4","0.4","No","U","No","1:46","032024A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4777,"Treatment","Younger","F",4364,7,"E","No","288","269","No","0.4","No","No","U","48","1:48","","",113,"",NA,NA,NA,NA,NA,NA,NA
4778,"Baseline","Younger","M",4364,11,"B","No","292","287","No","0.3","0.3","No","U","46","2:41","","",114,"Lot numbers not marked in data sheet but bleeds before and after this date, use the same lot numbers.",NA,NA,NA,NA,NA,NA,NA
4778,"Treatment","Younger","M",4364,11,"B","No","284","274","No","0.4","No","No","U","54","2:56","501249","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4779,"Baseline","Younger","M",4364,11,"A","No","218","204","No","0.8","0.8","No","U","No","3:00","","",114,"Lot numbers not marked in data sheet but bleeds before and after this date, use the same lot numbers.",NA,NA,NA,NA,NA,NA,NA
4779,"Treatment","Younger","M",4364,11,"A","No","231","No","No","0.4","No","No","U","52","2:16","501249","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4780,"Baseline","Younger","M",4364,11,"A","No","254","232","No","0.4","0.3","No","U","51","3:00","","",114,"Possible broken toenail a day before, blood seen on perch, housed with 4779 (no blood on bird or visible signs of injury",NA,NA,NA,NA,NA,NA,NA
4780,"Treatment","Younger","M",4364,11,"A","No","282","285","No","0.3","No","No","U","54","3:00","501249","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4781,"Baseline","Younger","M",4127,9,"A","No","234","236","No","0.6","No","No","U","50","3:00","032124A","75001L04",118,"Plasma color listed as U-o?",NA,NA,NA,NA,NA,NA,NA
4781,"Treatment","Younger","M",4127,9,"A","No","291","292","No","0.6","No","No","U","54","2:02","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4782,"Baseline","Younger","F",4127,8,"C","No","232","194","146","0.4","No","No","U/L","56","3:00/5:00","032124A","75001L04",118,"coagulated",NA,NA,NA,NA,NA,NA,NA
4782,"Treatment","Younger","F",4127,8,"C","No","243","221","243","0.5","0.4","No","U","52","1:48","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4783,"Baseline","Younger","M",4127,9,"B","No","230","233","No","0.5","No","No","U","60","1:48","032124A","75001L04",118,"Plasma color listed as U-r?",NA,NA,NA,NA,NA,NA,NA
4783,"Treatment","Younger","M",4127,9,"B","No","231","245","No","0.6","No","No","U","58","2:16","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4784,"Baseline","Younger","F",4127,8,"E","No","320","317","No","0.7","No","No","L","52","3:00/4:05","032124A","75001L04",118,"",109.424815577513,28.9459367545101,0.264528083522386,24.7724239641354,165005.414112106,15.1932422911505,1507.93413030906
4784,"Heat","Younger","F",4127,8,"E","No","321","No","No","0.3","No","No","U","52","2:06","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4784,"Treatment","Younger","F",4127,8,"E","No","314","301","No","0.6","0.4","No","U","50","","","",113,"",NA,NA,NA,NA,NA,NA,NA
4785,"Baseline","Younger","F",4124,9,"E","No","No","No","No","No","No","No","No","No","3:00/5:35","032124A","75001L04",118,"",NA,NA,NA,NA,NA,NA,NA
4785,"Heat","Younger","F",4124,9,"E","No","244","","No","0.7","No","No","U","57","3:00","032124A","75001L04",113,"Glucose 2 has been written as 22, likely a mistake",NA,NA,NA,NA,NA,NA,NA
4785,"Treatment","Younger","F",4124,9,"E","No","268","253","No","0.6","0.4","0.5","U","50","2:04","","",113,"",NA,NA,NA,NA,NA,NA,NA
4786,"Baseline","Younger","F",4124,10,"A","No","282","274","No","0.4","No","No","U/L","52","3:00","032024A","75001L04",118,"",NA,NA,NA,NA,NA,NA,NA
4786,"Treatment","Younger","F",4124,10,"A","No","232","231","No","0.6","No","No","U","52","1:44","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4787,"Baseline","Younger","M",4124,10,"B","No","No","No","No","No","No","No","U","50","3:00","032024A","75001L04",118,"",NA,NA,NA,NA,NA,NA,NA
4787,"Treatment","Younger","M",4124,10,"B","No","251","245","No","0.4","No","No","U","48","2:00","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4788,"Baseline","Younger","M",4432,10,"B","No","258","212","No","0.3","No","No","U","54","3:00","032124A","75001L04",114,"",NA,NA,NA,NA,NA,NA,NA
4788,"Treatment","Younger","M",4432,10,"B","No","231","221","No","0.6","No","No","U","56","2:07","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4789,"Baseline","Younger","M",4432,10,"A","No","212","196","No","0.4","No","No","U","52","1:38","032024A","75001L04",118,"",NA,NA,NA,NA,NA,NA,NA
4789,"Treatment","Younger","M",4432,10,"A","No","226","234","No","0.4","No","No","U","54","2:43","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4790,"Baseline","Younger","M",4432,11,"A","No","284","268","No","0.4","0.4","No","U/L","53","3:00","","",118,"Lot numbers not marked in data sheet but bleeds before and after this date, use the same lot numbers.",NA,NA,NA,NA,NA,NA,NA
4790,"Treatment","Younger","M",4432,11,"A","No","203","242","No","0.6","No","No","No","No","3:00/4:06","501249","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4791,"Baseline","Younger","M",4127,9,"B","No","263","210","No","0.4","No","No","No","No","1:54","032124A","75001L04",114,"plasma tubes moved around in centrifuge",NA,NA,NA,NA,NA,NA,NA
4791,"Treatment","Younger","M",4127,9,"B","No","220","251","No","0.4","No","No","U","57","2:52","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4792,"Baseline","Younger","F",4168,10,"B","No","198","195","No","0.5","No","No","U/L","56","2:23","032024A","75001L04",118,"",117.671519902777,60.4338314019861,0.513580783624771,24.6742961031298,123224.762152387,15.6800210055733,1047.19274684476
4792,"Treatment","Younger","F",4168,10,"B","No","261","280","No","0.6","No","No","U","56","1:58","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4793,"Baseline","Younger","M",4168,10,"A","No","263","No","No","No","No","No","L","52","3:00/5:29","032124A","75001L04",114,"",NA,NA,NA,NA,NA,NA,NA
4793,"Treatment","Younger","M",4168,10,"A","No","220","228","No","0.4","No","No","U","54","2:08","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4794,"Baseline","Younger","M",4124,9,"A","No","273","284","No","0.4","No","No","No","No","3:00/5:40","032124A","75001L04",114,"plasma tubes moved around in centrifuge",NA,NA,NA,NA,NA,NA,NA
4794,"Treatment","Younger","M",4124,9,"A","No","303","313","No","0.6","No","No","U","55","3:00/4:17","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4795,"Baseline","Younger","F",4432,10,"D","No","207","194","No","0.5","No","No","L","52","2:34","032024A","75001L04",118,"",NA,NA,NA,NA,NA,NA,NA
4795,"Treatment","Younger","F",4432,10,"D","No","295","274","No","0.5","0.5","0.5","U","49","2:26","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4796,"Baseline","Younger","F",4388,9,"A","No","202","201","No","0.5","No","No","No","No","2:30","032124A","75001L04",114,"plasma tubes moved around in centrifuge",NA,NA,NA,NA,NA,NA,NA
4796,"Treatment","Younger","F",4388,9,"A","No","235","236","No","0.6","No","No","U","54","2:17","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4797,"Baseline","Younger","F",4388,9,"B","No","215","215","No","0.4","No","No","U","53","1:50","032124A","75001L04",118,"",NA,NA,NA,NA,NA,NA,NA
4797,"Treatment","Younger","F",4388,9,"B","No","198","199","No","0.4","No","No","U","58","3:00","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4798,"Baseline","Younger","F",4168,10,"D","Yes","235","227","No","0.6","No","No","L","52","3:00/4:18","032124A","75001L04",114,"",120.387036213748,71.404722175794,0.593126340023974,24.6375474924708,192177.355255881,14.9471926423573,1596.32931667716
4798,"Treatment","Younger","F",4168,10,"D","Yes","No","No","No","No","No","No","No","No","No","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4800,"Baseline","Younger","M",4594,12,"B","No","225","No","No","No","No","No","U/L","52","3:00/4:15","032124A","75001L04",118,"",NA,NA,NA,NA,NA,NA,NA
4800,"Treatment","Younger","M",4594,12,"B","No","No","No","No","No","No","No","U/L","No","3:00/4:40","","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4801,"Baseline","Younger","F",4594,10,"A","No","223","218","No","0.6","No","No","L","54","3:00/4:56","032124A","75001L04",114,"",NA,NA,NA,NA,NA,NA,NA
4801,"Treatment","Younger","F",4594,10,"A","No","215","193","No","0.4","No","No","U","54","3:00","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4802,"Baseline","Younger","F",4594,10,"B","Yes","169","171","No","0.4","No","No","U ","52","1:49","032124A","75001L04",114,"",233.075745027077,72.8484454030028,0.312552665634684,23.7119101571009,119619.503317902,15.7500269677233,513.221585128927
4802,"Treatment","Younger","F",4594,10,"B","Yes","No","No","No","No","No","No","No","No","No","032124A","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4803,"Baseline","Younger","M",4594,12,"B","No","No","No","No","No","No","No","U/L","54","3:00","032124A","75001L04",114,"",NA,NA,NA,NA,NA,NA,NA
4803,"Treatment","Younger","M",4594,12,"B","No","268","325","251","0.3","0.3","No","U","57","3:00","","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4804,"Baseline","Younger","M",4601,12,"B","No","No","No","No","No","No","No","U/L","56","3:00","032124A","75001L04",118,"",NA,NA,NA,NA,NA,NA,NA
4804,"Treatment","Younger","M",4601,12,"B","No","251","246","No","0.4","0.4","No","U","57","2:34","","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4805,"Baseline","Younger","F",4601,11,"C","No","234","266","242","0.5","0.4","No","U","50","2:35","","",114,"Lot numbers not marked in data sheet but bleeds before and after this date, use the same lot numbers.",NA,NA,NA,NA,NA,NA,NA
4805,"Treatment","Younger","F",4601,11,"C","No","246","261","No","0.6","No","No","U","52","2:06","501249","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4806,"Baseline","Younger","F",4601,12,"A","No","234","No","No","0.4","No","No","U","56","3:00","032124A","75001L04",118,"",NA,NA,NA,NA,NA,NA,NA
4806,"Treatment","Younger","F",4601,12,"A","No","254","205","No","0.4","","No","U/L","55","3:00/4:45","","75001L04",113,"Ketone 2 entered as E3",NA,NA,NA,NA,NA,NA,NA
4807,"Baseline","Younger","F",4184,12,"A","No","180","181","No","0.5","No","No","U","58","1:19","032124A","75001L04",114,"",NA,NA,NA,NA,NA,NA,NA
4807,"Treatment","Younger","F",4184,12,"A","No","205","205","No","0.5","0.4","No","U","57","1:18","","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4808,"Baseline","Younger","F",4184,11,"A","No","166","159","No","0.6","0.7","No","U","58","2:20","","",118,"Lot numbers not marked in data sheet but bleeds before and after this date, use the same lot numbers.",NA,NA,NA,NA,NA,NA,NA
4808,"Treatment","Younger","F",4184,11,"A","No","248","258","No","0.6","No","No","U","55","2:21","501249","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4809,"Baseline","Younger","F",4601,11,"B","No","182","185","No","0.6","0.6","No","U","57","1:26","","",118,"Lot numbers not marked in data sheet but bleeds before and after this date, use the same lot numbers.",NA,NA,NA,NA,NA,NA,NA
4809,"Treatment","Younger","F",4601,11,"B","No","307","356","No","0.6","No","No","U/L","60","3:00","501249","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4810,"Baseline","Younger","F",4601,12,"B","Yes","201","185","No","0.6","No","No","U/L","54","1:35","032124A","75001L04",114,"",85.1995623790223,15.2212364616154,0.178653927750257,25.124286599752,94429.1926546218,16.1243373086207,1108.32955026858
4810,"Treatment","Younger","F",4601,12,"B","Yes","No","No","No","No","No","No","No","No","No","","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4812,"Baseline","Younger","M",4184,12,"A","No","241","217","No","0.7","No","No","U/L","52/54","3:00/5:30","032124A","75001L04",118,"Spitting Saliva",NA,NA,NA,NA,NA,NA,NA
4812,"Treatment","Younger","M",4184,12,"A","No","188","190","No","0.6","0.6","No","U","61","1:33","","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4813,"Baseline","Younger","M",4578,12,"A","No","210","204","No","0.4","No","No","U ","60","2:04","032124A","75001L04",114,"",NA,NA,NA,NA,NA,NA,NA
4813,"Treatment","Younger","M",4578,12,"A","No","218","215","No","0.4","0.3","No","U","58","1:34","","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4814,"Baseline","Younger","F",4184,11,"C","No","174","140","No","0.7","0.6","No","U/L","55","2:50","","",118,"Lot numbers not marked in data sheet but bleeds before and after this date, use the same lot numbers.",NA,NA,NA,NA,NA,NA,NA
4814,"Treatment","Younger","F",4184,11,"C","No","216","No","No","0.7","No","No","U","62","3:00/5:00","501249","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4816,"Baseline","Younger","M",4340,12,"B","No","249","256","No","0.3","No","No","U","50","2:04","032124A","75001L04",114,"",NA,NA,NA,NA,NA,NA,NA
4816,"Treatment","Younger","M",4340,12,"B","No","253","253","No","0.5","0.6","No","U","55","1:27","","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
4817,"Baseline","Younger","F",NA,12,"B","Yes","237","249","No","0.3","No","No","U","54","2:05","032124A","75001L04",118,"",166.995637448865,48.9842316693253,0.293326415094673,24.1803854958867,155622.584324229,15.2906982860774,931.896106399076
4817,"Treatment","Younger","F",NA,12,"B","Yes","347","338","No","0.7","0.7","No","U","48","1:27","","75001L04",113,"",NA,NA,NA,NA,NA,NA,NA
